Product,Price,Date,Category
Banana,73.31,2024-12-03,Fruit
Orange,95.96,2024-12-03,Fruit
Mango,117.33,2024-12-03,Fruit
Grapes,52.02,2024-12-03,Fruit
Tomato,40.19,2024-12-04,Vegetable
Potato,52.68,2024-12-04,Vegetable
Onion,28.08,2024-12-04,Vegetable
Carrot,22.55,2024-12-04,Vegetable
Cabbage,23.72,2024-12-04,Vegetable
Apple,62.18,2024-12-04,Fruit
Banana,76.87,2024-12-04,Fruit
Orange,111.46,2024-12-04,Fruit
Mango,48.91,2024-12-04,Fruit
Grapes,57.89,2024-12-04,Fruit
Tomato,37.84,2024-12-05,Vegetable
Potato,56.51,2024-12-05,Vegetable
Onion,57.57,2024-12-05,Vegetable
Carrot,31.09,2024-12-05,Vegetable
Cabbage,30.04,2024-12-05,Vegetable
Apple,46.64,2024-12-05,Fruit
Banana,63.32,2024-12-05,Fruit
Orange,83.73,2024-12-05,Fruit
Mango,91.77,2024-12-05,Fruit
Grapes,83.43,2024-12-05,Fruit
Tomato,51.28,2024-12-06,Vegetable
Potato,34.35,2024-12-06,Vegetable
Onion,20.23,2024-12-06,Vegetable
Carrot,58.99,2024-12-06,Vegetable
Cabbage,37.03,2024-12-06,Vegetable
Apple,52.27,2024-12-06,Fruit
Banana,83.11,2024-12-06,Fruit
Orange,81.52,2024-12-06,Fruit
Mango,113.4,2024-12-06,Fruit
Grapes,82.3,2024-12-06,Fruit
Tomato,33.55,2024-12-07,Vegetable
Potato,36.62,2024-12-07,Vegetable
Onion,54.98,2024-12-07,Vegetable
Carrot,20.01,2024-12-07,Vegetable
Cabbage,38.62,2024-12-07,Vegetable
Apple,51.07,2024-12-07,Fruit
Banana,65.43,2024-12-07,Fruit
Orange,96.68,2024-12-07,Fruit
Mango,89.23,2024-12-07,Fruit
Grapes,53.63,2024-12-07,Fruit
Tomato,23.27,2024-12-08,Vegetable
Potato,51.99,2024-12-08,Vegetable
Onion,52.61,2024-12-08,Vegetable
Carrot,57.35,2024-12-08,Vegetable
Cabbage,44.59,2024-12-08,Vegetable
Apple,46,2024-12-08,Fruit
Banana,110.29,2024-12-08,Fruit
Orange,81.58,2024-12-08,Fruit
Mango,113.29,2024-12-08,Fruit
Grapes,66.57,2024-12-08,Fruit
Tomato,47.87,2024-12-09,Vegetable
Potato,46.38,2024-12-09,Vegetable
Onion,58,2024-12-09,Vegetable
Carrot,55.94,2024-12-09,Vegetable
Cabbage,26.96,2024-12-09,Vegetable
Apple,106.6,2024-12-09,Fruit
Banana,92.45,2024-12-09,Fruit
Orange,104.13,2024-12-09,Fruit
Mango,75,2024-12-09,Fruit
Grapes,66.88,2024-12-09,Fruit
Tomato,57.72,2024-12-10,Vegetable
Potato,27.38,2024-12-10,Vegetable
Onion,30.84,2024-12-10,Vegetable
Carrot,26.84,2024-12-10,Vegetable
Cabbage,38.41,2024-12-10,Vegetable
Apple,106.22,2024-12-10,Fruit
Banana,100.19,2024-12-10,Fruit
Orange,106.94,2024-12-10,Fruit
Mango,61.73,2024-12-10,Fruit
Grapes,81.02,2024-12-10,Fruit
Tomato,40.54,2024-12-11,Vegetable
Potato,30.5,2024-12-11,Vegetable
Onion,30.2,2024-12-11,Vegetable
Carrot,29.89,2024-12-11,Vegetable
Cabbage,44.87,2024-12-11,Vegetable
Apple,79.43,2024-12-11,Fruit
Banana,68.63,2024-12-11,Fruit
Orange,43.22,2024-12-11,Fruit
Mango,57.75,2024-12-11,Fruit
Grapes,92.34,2024-12-11,Fruit
Tomato,52.1,2024-12-12,Vegetable
Potato,24.07,2024-12-12,Vegetable
Onion,52.6,2024-12-12,Vegetable
Carrot,36.94,2024-12-12,Vegetable
Cabbage,51.85,2024-12-12,Vegetable
Apple,87.09,2024-12-12,Fruit
Banana,59.43,2024-12-12,Fruit
Orange,73.58,2024-12-12,Fruit
Mango,78,2024-12-12,Fruit
Grapes,115.39,2024-12-12,Fruit
Tomato,56.5,2024-12-13,Vegetable
Potato,23.72,2024-12-13,Vegetable
Onion,55.98,2024-12-13,Vegetable
Carrot,37.34,2024-12-13,Vegetable
Cabbage,35.13,2024-12-13,Vegetable
Apple,77.11,2024-12-13,Fruit
Banana,64.94,2024-12-13,Fruit
Orange,81.21,2024-12-13,Fruit
Mango,83.4,2024-12-13,Fruit
Grapes,113.46,2024-12-13,Fruit
Tomato,44.2,2024-12-14,Vegetable
Potato,53.61,2024-12-14,Vegetable
Onion,37.75,2024-12-14,Vegetable
Carrot,43.54,2024-12-14,Vegetable
Cabbage,43.54,2024-12-14,Vegetable
Apple,89.26,2024-12-14,Fruit
Banana,91.86,2024-12-14,Fruit
Orange,53.91,2024-12-14,Fruit
Mango,69.96,2024-12-14,Fruit
Grapes,88.94,2024-12-14,Fruit
Tomato,53.13,2024-12-15,Vegetable
Potato,55.98,2024-12-15,Vegetable
Onion,52.24,2024-12-15,Vegetable
Carrot,41.59,2024-12-15,Vegetable
Cabbage,50.92,2024-12-15,Vegetable
Apple,56.76,2024-12-15,Fruit
Banana,69.42,2024-12-15,Fruit
Orange,112.63,2024-12-15,Fruit
Mango,88.82,2024-12-15,Fruit
Grapes,45.32,2024-12-15,Fruit
Tomato,30.94,2024-12-16,Vegetable
Potato,53.96,2024-12-16,Vegetable
Onion,21.79,2024-12-16,Vegetable
Carrot,49.46,2024-12-16,Vegetable
Cabbage,47.96,2024-12-16,Vegetable
Apple,102.77,2024-12-16,Fruit
Banana,83.5,2024-12-16,Fruit
Orange,41.83,2024-12-16,Fruit
Mango,57.93,2024-12-16,Fruit
Grapes,47.43,2024-12-16,Fruit
Tomato,56.84,2024-12-17,Vegetable
Potato,43.68,2024-12-17,Vegetable
Onion,51.24,2024-12-17,Vegetable
Carrot,54.08,2024-12-17,Vegetable
Cabbage,56.04,2024-12-17,Vegetable
Apple,95.27,2024-12-17,Fruit
Banana,41.48,2024-12-17,Fruit
Orange,48.33,2024-12-17,Fruit
Mango,40.34,2024-12-17,Fruit
Grapes,78.82,2024-12-17,Fruit
Tomato,29.48,2024-12-18,Vegetable
Potato,55.87,2024-12-18,Vegetable
Onion,59.92,2024-12-18,Vegetable
Carrot,57.63,2024-12-18,Vegetable
Cabbage,48.07,2024-12-18,Vegetable
Apple,91.82,2024-12-18,Fruit
Banana,106.49,2024-12-18,Fruit
Orange,43.64,2024-12-18,Fruit
Mango,59.85,2024-12-18,Fruit
Grapes,106.5,2024-12-18,Fruit
Tomato,29.67,2024-12-19,Vegetable
Potato,24.48,2024-12-19,Vegetable
Onion,26.13,2024-12-19,Vegetable
Carrot,54.64,2024-12-19,Vegetable
Cabbage,35.99,2024-12-19,Vegetable
Apple,56.83,2024-12-19,Fruit
Banana,69.97,2024-12-19,Fruit
Orange,102.57,2024-12-19,Fruit
Mango,92.38,2024-12-19,Fruit
Grapes,92.49,2024-12-19,Fruit
Tomato,56.44,2024-12-20,Vegetable
Potato,56.15,2024-12-20,Vegetable
Onion,46.19,2024-12-20,Vegetable
Carrot,32.15,2024-12-20,Vegetable
Cabbage,48.89,2024-12-20,Vegetable
Apple,111.41,2024-12-20,Fruit
Banana,54.03,2024-12-20,Fruit
Orange,41.71,2024-12-20,Fruit
Mango,60.33,2024-12-20,Fruit
Grapes,109.08,2024-12-20,Fruit
Tomato,36.23,2024-12-21,Vegetable
Potato,37.3,2024-12-21,Vegetable
Onion,49.89,2024-12-21,Vegetable
Carrot,54.55,2024-12-21,Vegetable
Cabbage,55.22,2024-12-21,Vegetable
Apple,60.01,2024-12-21,Fruit
Banana,88.92,2024-12-21,Fruit
Orange,46.54,2024-12-21,Fruit
Mango,115.17,2024-12-21,Fruit
Grapes,46.58,2024-12-21,Fruit
Tomato,43.18,2024-12-22,Vegetable
Potato,49.28,2024-12-22,Vegetable
Onion,33.44,2024-12-22,Vegetable
Carrot,29.51,2024-12-22,Vegetable
Cabbage,35.74,2024-12-22,Vegetable
Apple,92.47,2024-12-22,Fruit
Banana,114.42,2024-12-22,Fruit
Orange,87.16,2024-12-22,Fruit
Mango,49.84,2024-12-22,Fruit
Grapes,101.99,2024-12-22,Fruit
Tomato,57.14,2024-12-23,Vegetable
Potato,56.49,2024-12-23,Vegetable
Onion,52.17,2024-12-23,Vegetable
Carrot,56.91,2024-12-23,Vegetable
Cabbage,37.12,2024-12-23,Vegetable
Apple,101.05,2024-12-23,Fruit
Banana,70.47,2024-12-23,Fruit
Orange,92.1,2024-12-23,Fruit
Mango,70.03,2024-12-23,Fruit
Grapes,111.95,2024-12-23,Fruit
Tomato,49.27,2024-12-24,Vegetable
Potato,51.3,2024-12-24,Vegetable
Onion,22.71,2024-12-24,Vegetable
Carrot,51.09,2024-12-24,Vegetable
Cabbage,32.45,2024-12-24,Vegetable
Apple,73.55,2024-12-24,Fruit
Banana,63.82,2024-12-24,Fruit
Orange,50.07,2024-12-24,Fruit
Mango,58.86,2024-12-24,Fruit
Grapes,100.01,2024-12-24,Fruit
Tomato,43.2,2024-12-25,Vegetable
Potato,34.61,2024-12-25,Vegetable
Onion,39.32,2024-12-25,Vegetable
Carrot,57.48,2024-12-25,Vegetable
Cabbage,54.01,2024-12-25,Vegetable
Apple,48.61,2024-12-25,Fruit
Banana,57.92,2024-12-25,Fruit
Orange,65.53,2024-12-25,Fruit
Mango,67.13,2024-12-25,Fruit
Grapes,44.51,2024-12-25,Fruit
Tomato,55.72,2024-12-26,Vegetable
Potato,31.17,2024-12-26,Vegetable
Onion,53.98,2024-12-26,Vegetable
Carrot,44.67,2024-12-26,Vegetable
Cabbage,45.01,2024-12-26,Vegetable
Apple,52.87,2024-12-26,Fruit
Banana,57.02,2024-12-26,Fruit
Orange,93.79,2024-12-26,Fruit
Mango,53.8,2024-12-26,Fruit
Grapes,113.85,2024-12-26,Fruit
Tomato,55.1,2024-12-27,Vegetable
Potato,28.22,2024-12-27,Vegetable
Onion,27.47,2024-12-27,Vegetable
Carrot,40.14,2024-12-27,Vegetable
Cabbage,55.07,2024-12-27,Vegetable
Apple,81.55,2024-12-27,Fruit
Banana,99.58,2024-12-27,Fruit
Orange,114.95,2024-12-27,Fruit
Mango,86.34,2024-12-27,Fruit
Grapes,81.87,2024-12-27,Fruit
Tomato,26.27,2024-12-28,Vegetable
Potato,51.39,2024-12-28,Vegetable
Onion,30.17,2024-12-28,Vegetable
Carrot,51.92,2024-12-28,Vegetable
Cabbage,50.01,2024-12-28,Vegetable
Apple,85.71,2024-12-28,Fruit
Banana,118.6,2024-12-28,Fruit
Orange,80.57,2024-12-28,Fruit
Mango,79.81,2024-12-28,Fruit
Grapes,106.05,2024-12-28,Fruit
Tomato,41.81,2024-12-29,Vegetable
Potato,23.34,2024-12-29,Vegetable
Onion,51.71,2024-12-29,Vegetable
Carrot,30.53,2024-12-29,Vegetable
Cabbage,43.41,2024-12-29,Vegetable
Apple,81.33,2024-12-29,Fruit
Banana,42.61,2024-12-29,Fruit
Orange,77.7,2024-12-29,Fruit
Mango,45.73,2024-12-29,Fruit
Grapes,115.58,2024-12-29,Fruit
Tomato,53.22,2024-12-30,Vegetable
Potato,23.18,2024-12-30,Vegetable
Onion,28.84,2024-12-30,Vegetable
Carrot,51.9,2024-12-30,Vegetable
Cabbage,42.48,2024-12-30,Vegetable
Apple,117.42,2024-12-30,Fruit
Banana,98.25,2024-12-30,Fruit
Orange,96.8,2024-12-30,Fruit
Mango,105.96,2024-12-30,Fruit
Grapes,115.9,2024-12-30,Fruit
Tomato,25.7,2024-12-31,Vegetable
Potato,46.58,2024-12-31,Vegetable
Onion,26.02,2024-12-31,Vegetable
Carrot,37.41,2024-12-31,Vegetable
Cabbage,45.88,2024-12-31,Vegetable
Apple,50.75,2024-12-31,Fruit
Banana,50.38,2024-12-31,Fruit
Orange,60.3,2024-12-31,Fruit
Mango,100.81,2024-12-31,Fruit
Grapes,110.12,2024-12-31,Fruit
Wheat,59.72,2024-01-01,Wheat
Wheat,49.46,2024-01-02,Wheat
Wheat,36.01,2024-01-03,Wheat
Wheat,64.46,2024-01-04,Wheat
Wheat,105.28,2024-01-05,Wheat
Wheat,26.79,2024-01-06,Wheat
Wheat,31.11,2024-01-07,Wheat
Wheat,70.39,2024-01-08,Wheat
Wheat,54.58,2024-01-09,Wheat
Wheat,83.72,2024-01-10,Wheat
Wheat,112.6,2024-01-11,Wheat
Wheat,57.93,2024-01-12,Wheat
Wheat,37.29,2024-01-13,Wheat
Wheat,40.76,2024-01-14,Wheat
Wheat,20.43,2024-01-15,Wheat
Wheat,53.57,2024-01-16,Wheat
Wheat,58.69,2024-01-17,Wheat
Wheat,57.65,2024-01-18,Wheat
Wheat,77.19,2024-01-19,Wheat
Wheat,30.07,2024-01-20,Wheat
Wheat,28.71,2024-01-21,Wheat
Wheat,40.98,2024-01-22,Wheat
Wheat,42.16,2024-01-23,Wheat
Wheat,41.73,2024-01-24,Wheat
Wheat,110.64,2024-01-25,Wheat
Wheat,37.5,2024-01-26,Wheat
Wheat,41.09,2024-01-27,Wheat
Wheat,74.13,2024-01-28,Wheat
Wheat,69.84,2024-01-29,Wheat
Wheat,67.97,2024-01-30,Wheat
Wheat,109.2,2024-01-31,Wheat
Wheat,41.63,2024-02-01,Wheat
Wheat,107.65,2024-02-02,Wheat
Wheat,88.69,2024-02-03,Wheat
Wheat,59.23,2024-02-04,Wheat
Wheat,57.89,2024-02-05,Wheat
Wheat,99.11,2024-02-06,Wheat
Wheat,21.12,2024-02-07,Wheat
Wheat,48.1,2024-02-08,Wheat
Wheat,28.22,2024-02-09,Wheat
Wheat,21.93,2024-02-10,Wheat
Wheat,36.78,2024-02-11,Wheat
Wheat,78.99,2024-02-12,Wheat
Wheat,48.89,2024-02-13,Wheat
Wheat,51.4,2024-02-14,Wheat
Wheat,47.11,2024-02-15,Wheat
Wheat,47.42,2024-02-16,Wheat
Wheat,47.38,2024-02-17,Wheat
Wheat,61.62,2024-02-18,Wheat
Wheat,112.63,2024-02-19,Wheat
Wheat,61.48,2024-02-20,Wheat
Wheat,44.72,2024-02-21,Wheat
Wheat,63.82,2024-02-22,Wheat
Wheat,50.8,2024-02-23,Wheat
Wheat,27.69,2024-02-24,Wheat
Wheat,51.08,2024-02-25,Wheat
Wheat,24.29,2024-02-26,Wheat
Wheat,38.74,2024-02-27,Wheat
Wheat,63.17,2024-02-28,Wheat
Wheat,86.03,2024-02-29,Wheat
Wheat,117.46,2024-03-01,Wheat
Wheat,53.28,2024-03-02,Wheat
Wheat,23.18,2024-03-03,Wheat
Wheat,25.56,2024-03-04,Wheat
Wheat,87.47,2024-03-05,Wheat
Wheat,76.97,2024-03-06,Wheat
Wheat,49.45,2024-03-07,Wheat
Wheat,24.58,2024-03-08,Wheat
Wheat,104.63,2024-03-09,Wheat
Wheat,54.7,2024-03-10,Wheat
Wheat,23.68,2024-03-11,Wheat
Wheat,50.3,2024-03-12,Wheat
Wheat,59.5,2024-03-13,Wheat
Wheat,58.64,2024-03-14,Wheat
Wheat,103.38,2024-03-15,Wheat
Wheat,70.66,2024-03-16,Wheat
Wheat,37.76,2024-03-17,Wheat
Wheat,22.2,2024-03-18,Wheat
Wheat,24.04,2024-03-19,Wheat
Wheat,51.14,2024-03-20,Wheat
Wheat,109.53,2024-03-21,Wheat
Wheat,52.17,2024-03-22,Wheat
Wheat,61.3,2024-03-23,Wheat
Wheat,32.69,2024-03-24,Wheat
Wheat,55.86,2024-03-25,Wheat
Wheat,60.83,2024-03-26,Wheat
Wheat,44.85,2024-03-27,Wheat
Wheat,41.28,2024-03-28,Wheat
Wheat,32.53,2024-03-29,Wheat
Wheat,87.35,2024-03-30,Wheat
Wheat,48.55,2024-03-31,Wheat
Wheat,52.05,2024-04-01,Wheat
Wheat,56.19,2024-04-02,Wheat
Wheat,48.06,2024-04-03,Wheat
Wheat,98.06,2024-04-04,Wheat
Wheat,27.13,2024-04-05,Wheat
Wheat,42.39,2024-04-06,Wheat
Wheat,83.72,2024-04-07,Wheat
Wheat,42.82,2024-04-08,Wheat
Wheat,28.32,2024-04-09,Wheat
Wheat,82.25,2024-04-10,Wheat
Wheat,42.73,2024-04-11,Wheat
Wheat,36.88,2024-04-12,Wheat
Wheat,110.4,2024-04-13,Wheat
Wheat,102.32,2024-04-14,Wheat
Wheat,59.88,2024-04-15,Wheat
Wheat,103.79,2024-04-16,Wheat
Wheat,33.21,2024-04-17,Wheat
Wheat,45.42,2024-04-18,Wheat
Wheat,43.59,2024-04-19,Wheat
Wheat,29.77,2024-04-20,Wheat
Wheat,62.38,2024-04-21,Wheat
Wheat,33.14,2024-04-22,Wheat
Wheat,91,2024-04-23,Wheat
Wheat,26.99,2024-04-24,Wheat
Wheat,105.16,2024-04-25,Wheat
Wheat,24.18,2024-04-26,Wheat
Wheat,57.52,2024-04-27,Wheat
Wheat,36.44,2024-04-28,Wheat
Wheat,58.98,2024-04-29,Wheat
Wheat,93.68,2024-04-30,Wheat
Wheat,49.97,2024-05-01,Wheat
Wheat,101.44,2024-05-02,Wheat
Wheat,27.59,2024-05-03,Wheat
Wheat,85.78,2024-05-04,Wheat
Wheat,49.31,2024-05-05,Wheat
Wheat,36.15,2024-05-06,Wheat
Wheat,59.39,2024-05-07,Wheat
Wheat,25.5,2024-05-08,Wheat
Wheat,21.14,2024-05-09,Wheat
Wheat,35.44,2024-05-10,Wheat
Wheat,74,2024-05-11,Wheat
Wheat,20.79,2024-05-12,Wheat
Wheat,96.68,2024-05-13,Wheat
Wheat,39.7,2024-05-14,Wheat
Wheat,100.84,2024-05-15,Wheat
Wheat,82.89,2024-05-16,Wheat
Wheat,56.53,2024-05-17,Wheat
Wheat,42.08,2024-05-18,Wheat
Wheat,46.86,2024-05-19,Wheat
Wheat,21.17,2024-05-20,Wheat
Wheat,99.34,2024-05-21,Wheat
Wheat,74.69,2024-05-22,Wheat
Wheat,56.63,2024-05-23,Wheat
Wheat,84.65,2024-05-24,Wheat
Wheat,85.02,2024-05-25,Wheat
Wheat,110.27,2024-05-26,Wheat
Wheat,99.28,2024-05-27,Wheat
Wheat,79.47,2024-05-28,Wheat
Wheat,106.5,2024-05-29,Wheat
Wheat,57.43,2024-05-30,Wheat
Wheat,33.62,2024-05-31,Wheat
Wheat,27.47,2024-06-01,Wheat
Wheat,39.73,2024-06-02,Wheat
Wheat,56.29,2024-06-03,Wheat
Wheat,25.62,2024-06-04,Wheat
Wheat,55.1,2024-06-05,Wheat
Wheat,47.42,2024-06-06,Wheat
Wheat,60.71,2024-06-07,Wheat
Wheat,74.23,2024-06-08,Wheat
Wheat,61.62,2024-06-09,Wheat
Wheat,23.37,2024-06-10,Wheat
Wheat,48.03,2024-06-11,Wheat
Wheat,110.4,2024-06-12,Wheat
Wheat,86.51,2024-06-13,Wheat
Wheat,62.94,2024-06-14,Wheat
Wheat,22.74,2024-06-15,Wheat
Wheat,52.77,2024-06-16,Wheat
Wheat,56.91,2024-06-17,Wheat
Wheat,43.74,2024-06-18,Wheat
Wheat,70.82,2024-06-19,Wheat
Wheat,30.02,2024-06-20,Wheat
Wheat,41.8,2024-06-21,Wheat
Wheat,101.36,2024-06-22,Wheat
Wheat,58.43,2024-06-23,Wheat
Wheat,48.04,2024-06-24,Wheat
Wheat,33.89,2024-06-25,Wheat
Wheat,86.71,2024-06-26,Wheat
Wheat,52.68,2024-06-27,Wheat
Wheat,22.56,2024-06-28,Wheat
Wheat,81.5,2024-06-29,Wheat
Wheat,43.68,2024-06-30,Wheat
Wheat,45.68,2024-07-01,Wheat
Wheat,36.25,2024-07-02,Wheat
Wheat,31.58,2024-07-03,Wheat
Wheat,52.81,2024-07-04,Wheat
Wheat,68.37,2024-07-05,Wheat
Wheat,34.01,2024-07-06,Wheat
Wheat,40.16,2024-07-07,Wheat
Wheat,57.54,2024-07-08,Wheat
Wheat,40.54,2024-07-09,Wheat
Wheat,112.4,2024-07-10,Wheat
Wheat,77,2024-07-11,Wheat
Wheat,52.56,2024-07-12,Wheat
Wheat,71.89,2024-07-13,Wheat
Wheat,51.79,2024-07-14,Wheat
Wheat,42.91,2024-07-15,Wheat
Wheat,95.15,2024-07-16,Wheat
Wheat,50.59,2024-07-17,Wheat
Wheat,30.16,2024-07-18,Wheat
Wheat,110.97,2024-07-19,Wheat
Wheat,62.8,2024-07-20,Wheat
Wheat,45.23,2024-07-21,Wheat
Wheat,40.5,2024-07-22,Wheat
Wheat,44.46,2024-07-23,Wheat
Wheat,89.15,2024-07-24,Wheat
Wheat,85.28,2024-07-25,Wheat
Wheat,87.52,2024-07-26,Wheat
Wheat,93.37,2024-07-27,Wheat
Wheat,25.35,2024-07-28,Wheat
Wheat,49.58,2024-07-29,Wheat
Wheat,102.18,2024-07-30,Wheat
Wheat,21.14,2024-07-31,Wheat
Wheat,50.85,2024-08-01,Wheat
Wheat,25.99,2024-08-02,Wheat
Wheat,59.06,2024-08-03,Wheat
Wheat,24.19,2024-08-04,Wheat
Wheat,62.12,2024-08-05,Wheat
Wheat,108.47,2024-08-06,Wheat
Wheat,21.66,2024-08-07,Wheat
Wheat,52.13,2024-08-08,Wheat
Wheat,32.45,2024-08-09,Wheat
Wheat,59.94,2024-08-10,Wheat
Wheat,61.13,2024-08-11,Wheat
Wheat,85.4,2024-08-12,Wheat
Wheat,37.46,2024-08-13,Wheat
Wheat,92.38,2024-08-14,Wheat
Wheat,87.21,2024-08-15,Wheat
Wheat,56.23,2024-08-16,Wheat
Wheat,30.66,2024-08-17,Wheat
Wheat,29.61,2024-08-18,Wheat
Wheat,36.76,2024-08-19,Wheat
Wheat,93.27,2024-08-20,Wheat
Wheat,49.16,2024-08-21,Wheat
Wheat,50.41,2024-08-22,Wheat
Wheat,58.59,2024-08-23,Wheat
Wheat,49.24,2024-08-24,Wheat
Wheat,22.03,2024-08-25,Wheat
Wheat,49.91,2024-08-26,Wheat
Wheat,86.34,2024-08-27,Wheat
Wheat,93.28,2024-08-28,Wheat
Wheat,32.88,2024-08-29,Wheat
Wheat,112.07,2024-08-30,Wheat
Wheat,20.71,2024-08-31,Wheat
Wheat,63.8,2024-09-01,Wheat
Wheat,42.87,2024-09-02,Wheat
Wheat,67.69,2024-09-03,Wheat
Wheat,54.58,2024-09-04,Wheat
Wheat,85.66,2024-09-05,Wheat
Wheat,74.06,2024-09-06,Wheat
Wheat,41.71,2024-09-07,Wheat
Wheat,81.78,2024-09-08,Wheat
Wheat,26.45,2024-09-09,Wheat
Wheat,21.99,2024-09-10,Wheat
Wheat,55.1,2024-09-11,Wheat
Wheat,95.45,2024-09-12,Wheat
Wheat,92.47,2024-09-13,Wheat
Wheat,111.58,2024-09-14,Wheat
Wheat,50.04,2024-09-15,Wheat
Wheat,55.34,2024-09-16,Wheat
Wheat,91.06,2024-09-17,Wheat
Wheat,37.84,2024-09-18,Wheat
Wheat,42.4,2024-09-19,Wheat
Wheat,63.82,2024-09-20,Wheat
Wheat,37.4,2024-09-21,Wheat
Wheat,58.84,2024-09-22,Wheat
Wheat,35.94,2024-09-23,Wheat
Wheat,84.21,2024-09-24,Wheat
Wheat,97.7,2024-09-25,Wheat
Wheat,20.43,2024-09-26,Wheat
Wheat,84.82,2024-09-27,Wheat
Wheat,36.11,2024-09-28,Wheat
Wheat,40.08,2024-09-29,Wheat
Wheat,24.31,2024-09-30,Wheat
Wheat,114.37,2024-10-01,Wheat
Wheat,52.27,2024-10-02,Wheat
Wheat,40.63,2024-10-03,Wheat
Wheat,59.43,2024-10-04,Wheat
Wheat,31.58,2024-10-05,Wheat
Wheat,99.9,2024-10-06,Wheat
Wheat,45.18,2024-10-07,Wheat
Wheat,33.66,2024-10-08,Wheat
Wheat,88.82,2024-10-09,Wheat
Wheat,29.73,2024-10-10,Wheat
Wheat,108.23,2024-10-11,Wheat
Wheat,49.18,2024-10-12,Wheat
Wheat,38.04,2024-10-13,Wheat
Wheat,46.2,2024-10-14,Wheat
Wheat,40.25,2024-10-15,Wheat
Wheat,43.98,2024-10-16,Wheat
Wheat,29.09,2024-10-17,Wheat
Wheat,51.24,2024-10-18,Wheat
Wheat,98.39,2024-10-19,Wheat
Wheat,40.92,2024-10-20,Wheat
Wheat,34.75,2024-10-21,Wheat
Wheat,47.88,2024-10-22,Wheat
Wheat,55.39,2024-10-23,Wheat
Wheat,57.73,2024-10-24,Wheat
Wheat,70.92,2024-10-25,Wheat
Wheat,44.85,2024-10-26,Wheat
Wheat,99.58,2024-10-27,Wheat
Wheat,100.95,2024-10-28,Wheat
Wheat,44.77,2024-10-29,Wheat
Wheat,48.7,2024-10-30,Wheat
Wheat,46.11,2024-10-31,Wheat
Wheat,30.5,2024-11-01,Wheat
Wheat,51.79,2024-11-02,Wheat
Wheat,59.36,2024-11-03,Wheat
Wheat,115.17,2024-11-04,Wheat
Wheat,29.83,2024-11-05,Wheat
Wheat,93.37,2024-11-06,Wheat
Wheat,54.68,2024-11-07,Wheat
Wheat,76,2024-11-08,Wheat
Wheat,99.9,2024-11-09,Wheat
Wheat,55.94,2024-11-10,Wheat
Wheat,47.68,2024-11-11,Wheat
Wheat,38.04,2024-11-12,Wheat
Wheat,45.02,2024-11-13,Wheat
Wheat,72.75,2024-11-14,Wheat
Wheat,41.3,2024-11-15,Wheat
Wheat,72.71,2024-11-16,Wheat
Wheat,96.6,2024-11-17,Wheat
Wheat,59.32,2024-11-18,Wheat
Wheat,111.97,2024-11-19,Wheat
Wheat,89.26,2024-11-20,Wheat
Wheat,59.61,2024-11-21,Wheat
Wheat,49.04,2024-11-22,Wheat
Wheat,48.94,2024-11-23,Wheat
Wheat,62.81,2024-11-24,Wheat
Wheat,97.97,2024-11-25,Wheat
Wheat,26.96,2024-11-26,Wheat
Wheat,110.27,2024-11-27,Wheat
Wheat,47.37,2024-11-28,Wheat
Wheat,48.99,2024-11-29,Wheat
Wheat,20.16,2024-11-30,Wheat
Wheat,66.96,2024-12-01,Wheat
Wheat,50.07,2024-12-02,Wheat
Wheat,24.09,2024-12-03,Wheat
Wheat,98.16,2024-12-04,Wheat
Wheat,24.9,2024-12-05,Wheat
Wheat,78,2024-12-06,Wheat
Wheat,50.59,2024-12-07,Wheat
Wheat,31.72,2024-12-08,Wheat
Wheat,31.09,2024-12-09,Wheat
Wheat,100.18,2024-12-10,Wheat
Wheat,39.17,2024-12-11,Wheat
Wheat,59.45,2024-12-12,Wheat
Wheat,49.29,2024-12-13,Wheat
Wheat,93.14,2024-12-14,Wheat
Wheat,118.15,2024-12-15,Wheat
Wheat,69.63,2024-12-16,Wheat
Wheat,42.09,2024-12-17,Wheat
Wheat,58.96,2024-12-18,Wheat
Wheat,35.42,2024-12-19,Wheat
Wheat,48.58,2024-12-20,Wheat
Wheat,32.59,2024-12-21,Wheat
Wheat,37.5,2024-12-22,Wheat
Wheat,25.62,2024-12-23,Wheat
Wheat,67.69,2024-12-24,Wheat
Wheat,40.64,2024-12-25,Wheat
Wheat,48.93,2024-12-26,Wheat
Wheat,77.23,2024-12-27,Wheat
Wheat,51.19,2024-12-28,Wheat
Wheat,32.34,2024-12-29,Wheat
Wheat,75.23,2024-12-30,Wheat
Wheat,41.71,2024-12-31,Wheat
Cow Milk,62.49,2024-01-01,Dairy
Cow Milk,27.73,2024-01-02,Dairy
Cow Milk,56.66,2024-01-03,Dairy
Cow Milk,59.82,2024-01-04,Dairy
Cow Milk,80.39,2024-01-05,Dairy
Cow Milk,42.77,2024-01-06,Dairy
Cow Milk,26.99,2024-01-07,Dairy
Cow Milk,46.42,2024-01-08,Dairy
Cow Milk,54.55,2024-01-09,Dairy
Cow Milk,80.86,2024-01-10,Dairy
Cow Milk,58.13,2024-01-11,Dairy
Cow Milk,111.99,2024-01-12,Dairy
Cow Milk,42.64,2024-01-13,Dairy
Cow Milk,57.84,2024-01-14,Dairy
Cow Milk,103.39,2024-01-15,Dairy
